Country or Area;Commodity - Transaction;Year;Unit;Quantity;Quantity Footnotes;Kmq;Continents
Eritrea;Electricity - total solar production;2017;Kilowatt-hours, million;11;;121320;Africa
Eritrea;Electricity - total solar production;2016;Kilowatt-hours, million;2;;121320;Africa
Eritrea;Electricity - total solar production;2015;Kilowatt-hours, million;2;;121320;Africa
Eritrea;Electricity - total solar production;2014;Kilowatt-hours, million;2;;121320;Africa
Eritrea;Electricity - total solar production;2013;Kilowatt-hours, million;2;;121320;Africa
Eritrea;Electricity - total solar production;2012;Kilowatt-hours, million;2;;121320;Africa
Eritrea;Electricity - total solar production;2011;Kilowatt-hours, million;2;;121320;Africa
Eritrea;Electricity - total solar production;2010;Kilowatt-hours, million;2;;121320;Africa
Eritrea;Electricity - total solar production;2009;Kilowatt-hours, million;2;;121320;Africa
Eritrea;Electricity - total solar production;2008;Kilowatt-hours, million;2;;121320;Africa
Eritrea;Electricity - total solar production;2007;Kilowatt-hours, million;2;;121320;Africa
Eritrea;Electricity - total solar production;2006;Kilowatt-hours, million;2;;121320;Africa
Eritrea;Electricity - total solar production;2005;Kilowatt-hours, million;1;;121320;Africa
Eritrea;Electricity - total solar production;2004;Kilowatt-hours, million;1;;121320;Africa
Eritrea;Electricity - total solar production;2003;Kilowatt-hours, million;1;;121320;Africa
Eritrea;Electricity - total solar production;2002;Kilowatt-hours, million;1;;121320;Africa
Eritrea;Electricity - total solar production;2001;Kilowatt-hours, million;1;;121320;Africa
Eritrea;Electricity - total solar production;2000;Kilowatt-hours, million;1;;121320;Africa
Eritrea;Electricity - total solar production;1999;Kilowatt-hours, million;1;;121320;Africa
Eritrea;Electricity - total solar production;1998;Kilowatt-hours, million;1;;121320;Africa
Eritrea;Electricity - total solar production;1997;Kilowatt-hours, million;1;;121320;Africa
Estonia;Electricity - total solar production;2018;Kilowatt-hours, million;31;;45339;Europe
Estonia;Electricity - total solar production;2017;Kilowatt-hours, million;14;;45339;Europe
Estonia;Electricity - total solar production;2016;Kilowatt-hours, million;10;;45339;Europe
Eswatini;Electricity - total solar production;2019;Kilowatt-hours, million;115;1;17363;Africa
Eswatini;Electricity - total solar production;2018;Kilowatt-hours, million;115;1;17363;Africa
Eswatini;Electricity - total solar production;2017;Kilowatt-hours, million;115;;17363;Africa
Ethiopia;Electricity - total solar production;2018;Kilowatt-hours, million;20;;1127127;Africa
Ethiopia;Electricity - total solar production;2017;Kilowatt-hours, million;22;;1127127;Africa
Ethiopia;Electricity - total solar production;2016;Kilowatt-hours, million;21;;1127127;Africa
Ethiopia;Electricity - total solar production;2015;Kilowatt-hours, million;18;;1127127;Africa
Ethiopia;Electricity - total solar production;2014;Kilowatt-hours, million;16;;1127127;Africa
Ethiopia;Electricity - total solar production;2013;Kilowatt-hours, million;6;;1127127;Africa
Ethiopia;Electricity - total solar production;2012;Kilowatt-hours, million;2;;1127127;Africa
Ethiopia;Electricity - total solar production;2011;Kilowatt-hours, million;1;;1127127;Africa
Fiji;Electricity - total solar production;2019;Kilowatt-hours, million;95;;18274;Oceania
Fiji;Electricity - total solar production;2018;Kilowatt-hours, million;95;;18274;Oceania
Fiji;Electricity - total solar production;2017;Kilowatt-hours, million;9409;;18274;Oceania
Fiji;Electricity - total solar production;2016;Kilowatt-hours, million;7025;;18274;Oceania
Fiji;Electricity - total solar production;2015;Kilowatt-hours, million;4385;;18274;Oceania
Fiji;Electricity - total solar production;2014;Kilowatt-hours, million;2496;;18274;Oceania
Fiji;Electricity - total solar production;2013;Kilowatt-hours, million;1802;;18274;Oceania
Fiji;Electricity - total solar production;2012;Kilowatt-hours, million;1212;;18274;Oceania
Finland;Electricity - total solar production;2018;Kilowatt-hours, million;90;;338145;Europe
Finland;Electricity - total solar production;2017;Kilowatt-hours, million;48;;338145;Europe
Finland;Electricity - total solar production;2016;Kilowatt-hours, million;22;;338145;Europe
Finland;Electricity - total solar production;2015;Kilowatt-hours, million;11;;338145;Europe
Finland;Electricity - total solar production;2014;Kilowatt-hours, million;8;;338145;Europe
Finland;Electricity - total solar production;2013;Kilowatt-hours, million;6;;338145;Europe
Finland;Electricity - total solar production;2012;Kilowatt-hours, million;6;;338145;Europe
Finland;Electricity - total solar production;2011;Kilowatt-hours, million;5;;338145;Europe
Finland;Electricity - total solar production;2010;Kilowatt-hours, million;5;;338145;Europe
Finland;Electricity - total solar production;2009;Kilowatt-hours, million;4;;338145;Europe
Finland;Electricity - total solar production;2008;Kilowatt-hours, million;4;;338145;Europe
Finland;Electricity - total solar production;2007;Kilowatt-hours, million;4;;338145;Europe
Finland;Electricity - total solar production;2006;Kilowatt-hours, million;3;;338145;Europe
Finland;Electricity - total solar production;2005;Kilowatt-hours, million;3;;338145;Europe
Finland;Electricity - total solar production;2004;Kilowatt-hours, million;2;;338145;Europe
Finland;Electricity - total solar production;2003;Kilowatt-hours, million;2;;338145;Europe
Finland;Electricity - total solar production;2002;Kilowatt-hours, million;2;;338145;Europe
Finland;Electricity - total solar production;2001;Kilowatt-hours, million;2;;338145;Europe
Finland;Electricity - total solar production;2000;Kilowatt-hours, million;2;;338145;Europe
Finland;Electricity - total solar production;1999;Kilowatt-hours, million;1;;338145;Europe
Finland;Electricity - total solar production;1998;Kilowatt-hours, million;1;;338145;Europe
Finland;Electricity - total solar production;1997;Kilowatt-hours, million;1;;338145;Europe
Finland;Electricity - total solar production;1996;Kilowatt-hours, million;1;;338145;Europe
Finland;Electricity - total solar production;1995;Kilowatt-hours, million;1;;338145;Europe
Finland;Electricity - total solar production;1994;Kilowatt-hours, million;1;;338145;Europe
Finland;Electricity - total solar production;1993;Kilowatt-hours, million;1;;338145;Europe
Finland;Electricity - total solar production;1992;Kilowatt-hours, million;1;;338145;Europe
Finland;Electricity - total solar production;1991;Kilowatt-hours, million;1;;338145;Europe
France;Electricity - total solar production;2018;Kilowatt-hours, million;10569;;547030;Europe
France;Electricity - total solar production;2017;Kilowatt-hours, million;9585;;547030;Europe
France;Electricity - total solar production;2016;Kilowatt-hours, million;8660;;547030;Europe
France;Electricity - total solar production;2015;Kilowatt-hours, million;7754;;547030;Europe
France;Electricity - total solar production;2014;Kilowatt-hours, million;6392;;547030;Europe
France;Electricity - total solar production;2013;Kilowatt-hours, million;5193;;547030;Europe
France;Electricity - total solar production;2012;Kilowatt-hours, million;4428;;547030;Europe
France;Electricity - total solar production;2011;Kilowatt-hours, million;2334;;547030;Europe
France;Electricity - total solar production;2010;Kilowatt-hours, million;620;;547030;Europe
France;Electricity - total solar production;2009;Kilowatt-hours, million;174;;547030;Europe
France;Electricity - total solar production;2008;Kilowatt-hours, million;42;;547030;Europe
France;Electricity - total solar production;2007;Kilowatt-hours, million;27;;547030;Europe
France;Electricity - total solar production;2006;Kilowatt-hours, million;16;;547030;Europe
France;Electricity - total solar production;2005;Kilowatt-hours, million;13;;547030;Europe
France;Electricity - total solar production;2004;Kilowatt-hours, million;9;;547030;Europe
France;Electricity - total solar production;2003;Kilowatt-hours, million;8;;547030;Europe
France;Electricity - total solar production;2002;Kilowatt-hours, million;7;;547030;Europe
France;Electricity - total solar production;2001;Kilowatt-hours, million;6;;547030;Europe
France;Electricity - total solar production;2000;Kilowatt-hours, million;5;;547030;Europe
France;Electricity - total solar production;1999;Kilowatt-hours, million;2;;547030;Europe
France;Electricity - total solar production;1998;Kilowatt-hours, million;2;;547030;Europe
France;Electricity - total solar production;1997;Kilowatt-hours, million;2;;547030;Europe
France;Electricity - total solar production;1996;Kilowatt-hours, million;1;;547030;Europe
France;Electricity - total solar production;1995;Kilowatt-hours, million;1;;547030;Europe
France;Electricity - total solar production;1994;Kilowatt-hours, million;1;;547030;Europe
French Guiana;Electricity - total solar production;2016;Kilowatt-hours, million;64;;91000;South America
French Guiana;Electricity - total solar production;2015;Kilowatt-hours, million;53;;91000;South America
French Guiana;Electricity - total solar production;2014;Kilowatt-hours, million;52;;91000;South America
French Guiana;Electricity - total solar production;2013;Kilowatt-hours, million;44;;91000;South America
French Guiana;Electricity - total solar production;2012;Kilowatt-hours, million;52;;91000;South America
French Guiana;Electricity - total solar production;2011;Kilowatt-hours, million;31;;91000;South America
French Guiana;Electricity - total solar production;2010;Kilowatt-hours, million;1;;91000;South America
French Guiana;Electricity - total solar production;2010;Kilowatt-hours, million;1;;91000;South America
French Polynesia;Electricity - total solar production;2019;Kilowatt-hours, million;40;1;4167;Oceania
French Polynesia;Electricity - total solar production;2018;Kilowatt-hours, million;37;;4167;Oceania
French Polynesia;Electricity - total solar production;2017;Kilowatt-hours, million;36;;4167;Oceania
French Polynesia;Electricity - total solar production;2016;Kilowatt-hours, million;33;;4167;Oceania
French Polynesia;Electricity - total solar production;2015;Kilowatt-hours, million;32;;4167;Oceania
French Polynesia;Electricity - total solar production;2014;Kilowatt-hours, million;27;;4167;Oceania
French Polynesia;Electricity - total solar production;2013;Kilowatt-hours, million;18;;4167;Oceania
French Polynesia;Electricity - total solar production;2012;Kilowatt-hours, million;14;;4167;Oceania
French Polynesia;Electricity - total solar production;2011;Kilowatt-hours, million;10;;4167;Oceania
French Polynesia;Electricity - total solar production;2010;Kilowatt-hours, million;5;;4167;Oceania
French Polynesia;Electricity - total solar production;2009;Kilowatt-hours, million;3404;;4167;Oceania
French Polynesia;Electricity - total solar production;2008;Kilowatt-hours, million;313;;4167;Oceania
Gabon;Electricity - total solar production;2018;Kilowatt-hours, million;2;1;267667;Africa
Gabon;Electricity - total solar production;2017;Kilowatt-hours, million;2;;267667;Africa
Gabon;Electricity - total solar production;2016;Kilowatt-hours, million;2;;267667;Africa
Gabon;Electricity - total solar production;2015;Kilowatt-hours, million;2;;267667;Africa
Gabon;Electricity - total solar production;2014;Kilowatt-hours, million;2;;267667;Africa
Gabon;Electricity - total solar production;2013;Kilowatt-hours, million;2;;267667;Africa
Gabon;Electricity - total solar production;2012;Kilowatt-hours, million;3;;267667;Africa
Gambia;Electricity - total solar production;2019;Kilowatt-hours, million;35;1;11300;Africa
Gambia;Electricity - total solar production;2018;Kilowatt-hours, million;35;1;11300;Africa
Gambia;Electricity - total solar production;2017;Kilowatt-hours, million;35;1;11300;Africa
Gambia;Electricity - total solar production;2016;Kilowatt-hours, million;35;1;11300;Africa
Gambia;Electricity - total solar production;2015;Kilowatt-hours, million;35;1;11300;Africa
Gambia;Electricity - total solar production;2014;Kilowatt-hours, million;34;1;11300;Africa
Gambia;Electricity - total solar production;2013;Kilowatt-hours, million;32;1;11300;Africa
Gambia;Electricity - total solar production;2012;Kilowatt-hours, million;32;1;11300;Africa
Gambia;Electricity - total solar production;2011;Kilowatt-hours, million;3;1;11300;Africa
Gambia;Electricity - total solar production;2010;Kilowatt-hours, million;28;1;11300;Africa
Gambia;Electricity - total solar production;2009;Kilowatt-hours, million;26;1;11300;Africa
Gambia;Electricity - total solar production;2008;Kilowatt-hours, million;22;1;11300;Africa
Gambia;Electricity - total solar production;2007;Kilowatt-hours, million;19;1;11300;Africa
Gambia;Electricity - total solar production;2006;Kilowatt-hours, million;12;1;11300;Africa
Gambia;Electricity - total solar production;2005;Kilowatt-hours, million;1;1;11300;Africa
Gambia;Electricity - total solar production;2004;Kilowatt-hours, million;6;1;11300;Africa
Gambia;Electricity - total solar production;2003;Kilowatt-hours, million;3;1;11300;Africa
Gambia;Electricity - total solar production;2002;Kilowatt-hours, million;1;1;11300;Africa
Germany;Electricity - total solar production;2018;Kilowatt-hours, million;45784;;357021;Europe
Germany;Electricity - total solar production;2017;Kilowatt-hours, million;39401;;357021;Europe
Germany;Electricity - total solar production;2016;Kilowatt-hours, million;38098;;357021;Europe
Germany;Electricity - total solar production;2015;Kilowatt-hours, million;38726;;357021;Europe
Germany;Electricity - total solar production;2014;Kilowatt-hours, million;36056;;357021;Europe
Germany;Electricity - total solar production;2013;Kilowatt-hours, million;31010;;357021;Europe
Germany;Electricity - total solar production;2012;Kilowatt-hours, million;26380;;357021;Europe
Germany;Electricity - total solar production;2011;Kilowatt-hours, million;19599;;357021;Europe
Germany;Electricity - total solar production;2010;Kilowatt-hours, million;11729;;357021;Europe
Germany;Electricity - total solar production;2009;Kilowatt-hours, million;6584;;357021;Europe
Germany;Electricity - total solar production;2008;Kilowatt-hours, million;4420;;357021;Europe
Germany;Electricity - total solar production;2007;Kilowatt-hours, million;3075;;357021;Europe
Germany;Electricity - total solar production;2006;Kilowatt-hours, million;2220;;357021;Europe
Germany;Electricity - total solar production;2005;Kilowatt-hours, million;1282;;357021;Europe
Germany;Electricity - total solar production;2004;Kilowatt-hours, million;557;;357021;Europe
Germany;Electricity - total solar production;2003;Kilowatt-hours, million;313;;357021;Europe
Germany;Electricity - total solar production;2002;Kilowatt-hours, million;188;;357021;Europe
Germany;Electricity - total solar production;2001;Kilowatt-hours, million;116;;357021;Europe
Germany;Electricity - total solar production;2000;Kilowatt-hours, million;60;;357021;Europe
Germany;Electricity - total solar production;1999;Kilowatt-hours, million;30;;357021;Europe
Germany;Electricity - total solar production;1998;Kilowatt-hours, million;35;;357021;Europe
Germany;Electricity - total solar production;1997;Kilowatt-hours, million;18;;357021;Europe
Germany;Electricity - total solar production;1996;Kilowatt-hours, million;12;;357021;Europe
Germany;Electricity - total solar production;1995;Kilowatt-hours, million;7;;357021;Europe
Germany;Electricity - total solar production;1994;Kilowatt-hours, million;7;;357021;Europe
Germany;Electricity - total solar production;1993;Kilowatt-hours, million;3;;357021;Europe
Germany;Electricity - total solar production;1992;Kilowatt-hours, million;4;;357021;Europe
Germany;Electricity - total solar production;1991;Kilowatt-hours, million;1;;357021;Europe
Ghana;Electricity - total solar production;2018;Kilowatt-hours, million;328;;239460;Africa
Ghana;Electricity - total solar production;2017;Kilowatt-hours, million;28;;239460;Africa
Ghana;Electricity - total solar production;2016;Kilowatt-hours, million;27;;239460;Africa
Ghana;Electricity - total solar production;2015;Kilowatt-hours, million;3;;239460;Africa
Ghana;Electricity - total solar production;2014;Kilowatt-hours, million;4;;239460;Africa
Ghana;Electricity - total solar production;2013;Kilowatt-hours, million;3;;239460;Africa
Greece;Electricity - total solar production;2018;Kilowatt-hours, million;3791;;131940;Europe
Greece;Electricity - total solar production;2017;Kilowatt-hours, million;3991;;131940;Europe
Greece;Electricity - total solar production;2016;Kilowatt-hours, million;3930;;131940;Europe
Greece;Electricity - total solar production;2015;Kilowatt-hours, million;3900;;131940;Europe
Greece;Electricity - total solar production;2014;Kilowatt-hours, million;3792;;131940;Europe
Greece;Electricity - total solar production;2013;Kilowatt-hours, million;3648;;131940;Europe
Greece;Electricity - total solar production;2012;Kilowatt-hours, million;1694;;131940;Europe
Greece;Electricity - total solar production;2011;Kilowatt-hours, million;610;;131940;Europe
Greece;Electricity - total solar production;2010;Kilowatt-hours, million;158;;131940;Europe
Greece;Electricity - total solar production;2009;Kilowatt-hours, million;50;;131940;Europe
Greece;Electricity - total solar production;2008;Kilowatt-hours, million;5;;131940;Europe
Greece;Electricity - total solar production;2007;Kilowatt-hours, million;1;;131940;Europe
Greece;Electricity - total solar production;2006;Kilowatt-hours, million;1;;131940;Europe
Greece;Electricity - total solar production;2005;Kilowatt-hours, million;1;;131940;Europe
Greece;Electricity - total solar production;2004;Kilowatt-hours, million;1;;131940;Europe
Grenada;Electricity - total solar production;2018;Kilowatt-hours, million;108333333333333;1;344;South America
Grenada;Electricity - total solar production;2017;Kilowatt-hours, million;108333333333333;1;344;South America
Grenada;Electricity - total solar production;2016;Kilowatt-hours, million;108333333333333;1;344;South America
Grenada;Electricity - total solar production;2015;Kilowatt-hours, million;108333333333333;1;344;South America
Grenada;Electricity - total solar production;2014;Kilowatt-hours, million;108333333333333;1;344;South America
Grenada;Electricity - total solar production;2013;Kilowatt-hours, million;108333333333333;1;344;South America
Grenada;Electricity - total solar production;2012;Kilowatt-hours, million;108333333333333;1;344;South America
Grenada;Electricity - total solar production;2011;Kilowatt-hours, million;108333333333333;1;344;South America
Grenada;Electricity - total solar production;2010;Kilowatt-hours, million;108333333333333;1;344;South America
Grenada;Electricity - total solar production;2009;Kilowatt-hours, million;108333333333333;1;344;South America
Grenada;Electricity - total solar production;2008;Kilowatt-hours, million;108333333333333;1;344;South America
Guadeloupe;Electricity - total solar production;2016;Kilowatt-hours, million;938;;1780;North America
Guadeloupe;Electricity - total solar production;2015;Kilowatt-hours, million;1015;;1780;North America
Guadeloupe;Electricity - total solar production;2014;Kilowatt-hours, million;1027;;1780;North America
Guadeloupe;Electricity - total solar production;2013;Kilowatt-hours, million;986;;1780;North America
Guadeloupe;Electricity - total solar production;2012;Kilowatt-hours, million;918;;1780;North America
Guadeloupe;Electricity - total solar production;2011;Kilowatt-hours, million;334;;1780;North America
Guadeloupe;Electricity - total solar production;2010;Kilowatt-hours, million;173;;1780;North America
Guadeloupe;Electricity - total solar production;2009;Kilowatt-hours, million;5;;1780;North America
Guadeloupe;Electricity - total solar production;2008;Kilowatt-hours, million;3;;1780;North America
Guadeloupe;Electricity - total solar production;2007;Kilowatt-hours, million;2;;1780;North America
Guadeloupe;Electricity - total solar production;2006;Kilowatt-hours, million;1;;1780;North America
Guadeloupe;Electricity - total solar production;2005;Kilowatt-hours, million;3;;1780;North America
Guadeloupe;Electricity - total solar production;2010;Kilowatt-hours, million;173;;1780;North America
Guadeloupe;Electricity - total solar production;2009;Kilowatt-hours, million;5;;1780;North America
Guadeloupe;Electricity - total solar production;2008;Kilowatt-hours, million;3;;1780;North America
Guadeloupe;Electricity - total solar production;2007;Kilowatt-hours, million;2;;1780;North America
Guadeloupe;Electricity - total solar production;2006;Kilowatt-hours, million;1;;1780;North America
Guadeloupe;Electricity - total solar production;2005;Kilowatt-hours, million;3;;1780;North America
Guam;Electricity - total solar production;2018;Kilowatt-hours, million;516;;541;Oceania
Guam;Electricity - total solar production;2017;Kilowatt-hours, million;516;;541;Oceania
Guam;Electricity - total solar production;2016;Kilowatt-hours, million;516;;541;Oceania
Guam;Electricity - total solar production;2015;Kilowatt-hours, million;215;;541;Oceania
Guatemala;Electricity - total solar production;2018;Kilowatt-hours, million;20831;;108890;South America
Guatemala;Electricity - total solar production;2017;Kilowatt-hours, million;1982;;108890;South America
Guatemala;Electricity - total solar production;2016;Kilowatt-hours, million;1918;;108890;South America
Guatemala;Electricity - total solar production;2015;Kilowatt-hours, million;14926;;108890;South America
Guatemala;Electricity - total solar production;2014;Kilowatt-hours, million;71;;108890;South America
Guinea-Bissau;Electricity - total solar production;2019;Kilowatt-hours, million;7147;1;36120;Africa
Guinea-Bissau;Electricity - total solar production;2018;Kilowatt-hours, million;692;1;36120;Africa
Guinea-Bissau;Electricity - total solar production;2017;Kilowatt-hours, million;67;1;36120;Africa
Guinea-Bissau;Electricity - total solar production;2016;Kilowatt-hours, million;59;1;36120;Africa
Guyana;Electricity - total solar production;2018;Kilowatt-hours, million;1112;;214970;South America
Guyana;Electricity - total solar production;2017;Kilowatt-hours, million;695;;214970;South America
Guyana;Electricity - total solar production;2016;Kilowatt-hours, million;481;;214970;South America
Guyana;Electricity - total solar production;2015;Kilowatt-hours, million;471;;214970;South America
Guyana;Electricity - total solar production;2014;Kilowatt-hours, million;157;;214970;South America
Guyana;Electricity - total solar production;2013;Kilowatt-hours, million;149;;214970;South America
Guyana;Electricity - total solar production;2012;Kilowatt-hours, million;139;;214970;South America
Guyana;Electricity - total solar production;2011;Kilowatt-hours, million;139;;214970;South America
Guyana;Electricity - total solar production;2010;Kilowatt-hours, million;26;;214970;South America
Guyana;Electricity - total solar production;2009;Kilowatt-hours, million;13;;214970;South America
Guyana;Electricity - total solar production;2008;Kilowatt-hours, million;11;;214970;South America
Guyana;Electricity - total solar production;2007;Kilowatt-hours, million;4;;214970;South America
Guyana;Electricity - total solar production;2006;Kilowatt-hours, million;4;;214970;South America
Guyana;Electricity - total solar production;2005;Kilowatt-hours, million;3;;214970;South America
Guyana;Electricity - total solar production;2004;Kilowatt-hours, million;2;;214970;South America
Guyana;Electricity - total solar production;2003;Kilowatt-hours, million;2;;214970;South America
Guyana;Electricity - total solar production;2002;Kilowatt-hours, million;2;;214970;South America
Guyana;Electricity - total solar production;2001;Kilowatt-hours, million;2;;214970;South America
Guyana;Electricity - total solar production;2000;Kilowatt-hours, million;2;;214970;South America
Haiti;Electricity - total solar production;2018;Kilowatt-hours, million;1;;27750;South America
Haiti;Electricity - total solar production;2017;Kilowatt-hours, million;1;;27750;South America
Honduras;Electricity - total solar production;2018;Kilowatt-hours, million;993;;112090;South America
Honduras;Electricity - total solar production;2017;Kilowatt-hours, million;924;;112090;South America
Honduras;Electricity - total solar production;2016;Kilowatt-hours, million;881;;112090;South America
Honduras;Electricity - total solar production;2015;Kilowatt-hours, million;417;;112090;South America
Hungary;Electricity - total solar production;2018;Kilowatt-hours, million;620;;93030;Europe
Hungary;Electricity - total solar production;2017;Kilowatt-hours, million;349;;93030;Europe
Hungary;Electricity - total solar production;2016;Kilowatt-hours, million;244;;93030;Europe
Hungary;Electricity - total solar production;2015;Kilowatt-hours, million;141;;93030;Europe
Hungary;Electricity - total solar production;2014;Kilowatt-hours, million;67;;93030;Europe
Hungary;Electricity - total solar production;2013;Kilowatt-hours, million;25;;93030;Europe
Hungary;Electricity - total solar production;2012;Kilowatt-hours, million;8;;93030;Europe
Hungary;Electricity - total solar production;2011;Kilowatt-hours, million;1;;93030;Europe
Hungary;Electricity - total solar production;2010;Kilowatt-hours, million;1;;93030;Europe
Hungary;Electricity - total solar production;2009;Kilowatt-hours, million;1;;93030;Europe
Hungary;Electricity - total solar production;2008;Kilowatt-hours, million;1;;93030;Europe
India;Electricity - total solar production;2018;Kilowatt-hours, million;39728;1;3287263;Asia
India;Electricity - total solar production;2017;Kilowatt-hours, million;24613;;3287263;Asia
India;Electricity - total solar production;2016;Kilowatt-hours, million;12578;;3287263;Asia
India;Electricity - total solar production;2015;Kilowatt-hours, million;7039;;3287263;Asia
India;Electricity - total solar production;2014;Kilowatt-hours, million;5020;;3287263;Asia
India;Electricity - total solar production;2013;Kilowatt-hours, million;3433;;3287263;Asia
Indonesia;Electricity - total solar production;2018;Kilowatt-hours, million;66;;1919440;Asia
Indonesia;Electricity - total solar production;2017;Kilowatt-hours, million;29;;1919440;Asia
Indonesia;Electricity - total solar production;2016;Kilowatt-hours, million;21;;1919440;Asia
Indonesia;Electricity - total solar production;2015;Kilowatt-hours, million;528;;1919440;Asia
Indonesia;Electricity - total solar production;2014;Kilowatt-hours, million;68;;1919440;Asia
Indonesia;Electricity - total solar production;2013;Kilowatt-hours, million;55;;1919440;Asia
Indonesia;Electricity - total solar production;2012;Kilowatt-hours, million;29;;1919440;Asia
Indonesia;Electricity - total solar production;2011;Kilowatt-hours, million;1;;1919440;Asia
Indonesia;Electricity - total solar production;2010;Kilowatt-hours, million;5;;1919440;Asia
Iran (Islamic Rep. of);Electricity - total solar production;2018;Kilowatt-hours, million;286;;1648000;Asia
Iran (Islamic Rep. of);Electricity - total solar production;2017;Kilowatt-hours, million;85;;1648000;Asia
Iran (Islamic Rep. of);Electricity - total solar production;2016;Kilowatt-hours, million;4;;1648000;Asia
Iran (Islamic Rep. of);Electricity - total solar production;2015;Kilowatt-hours, million;86;;1648000;Asia
Iran (Islamic Rep. of);Electricity - total solar production;2014;Kilowatt-hours, million;8;;1648000;Asia
Iran (Islamic Rep. of);Electricity - total solar production;2013;Kilowatt-hours, million;7;;1648000;Asia
Iran (Islamic Rep. of);Electricity - total solar production;2012;Kilowatt-hours, million;6;;1648000;Asia
Iran (Islamic Rep. of);Electricity - total solar production;2011;Kilowatt-hours, million;5;;1648000;Asia
Iran (Islamic Rep. of);Electricity - total solar production;2010;Kilowatt-hours, million;9;;1648000;Asia
Iran (Islamic Rep. of);Electricity - total solar production;2009;Kilowatt-hours, million;7;;1648000;Asia
Iran (Islamic Rep. of);Electricity - total solar production;2008;Kilowatt-hours, million;8;;1648000;Asia
Iran (Islamic Rep. of);Electricity - total solar production;2007;Kilowatt-hours, million;7;;1648000;Asia
Iran (Islamic Rep. of);Electricity - total solar production;2006;Kilowatt-hours, million;8;;1648000;Asia
Iran (Islamic Rep. of);Electricity - total solar production;2005;Kilowatt-hours, million;5;;1648000;Asia
Iraq;Electricity - total solar production;2018;Kilowatt-hours, million;377;;1648000;Asia
Iraq;Electricity - total solar production;2017;Kilowatt-hours, million;57;;1648000;Asia
Iraq;Electricity - total solar production;2016;Kilowatt-hours, million;57;;1648000;Asia
Iraq;Electricity - total solar production;2015;Kilowatt-hours, million;57;;1648000;Asia
Iraq;Electricity - total solar production;2014;Kilowatt-hours, million;57;;1648000;Asia
Iraq;Electricity - total solar production;2013;Kilowatt-hours, million;46;;1648000;Asia
Israel;Electricity - total solar production;2018;Kilowatt-hours, million;1574;;20770;Asia
Israel;Electricity - total solar production;2017;Kilowatt-hours, million;1511;;20770;Asia
Israel;Electricity - total solar production;2016;Kilowatt-hours, million;1544;;20770;Asia
Israel;Electricity - total solar production;2015;Kilowatt-hours, million;1115;;20770;Asia
Israel;Electricity - total solar production;2014;Kilowatt-hours, million;840;;20770;Asia
Israel;Electricity - total solar production;2013;Kilowatt-hours, million;494;;20770;Asia
Israel;Electricity - total solar production;2012;Kilowatt-hours, million;369;;20770;Asia
Israel;Electricity - total solar production;2011;Kilowatt-hours, million;192;;20770;Asia
Israel;Electricity - total solar production;2010;Kilowatt-hours, million;70;;20770;Asia
Israel;Electricity - total solar production;2009;Kilowatt-hours, million;24;;20770;Asia
Italy;Electricity - total solar production;2018;Kilowatt-hours, million;22654;;302073;Europe
Italy;Electricity - total solar production;2017;Kilowatt-hours, million;24378;;302073;Europe
Italy;Electricity - total solar production;2016;Kilowatt-hours, million;22104;;302073;Europe
Italy;Electricity - total solar production;2015;Kilowatt-hours, million;22942;;302073;Europe
Italy;Electricity - total solar production;2014;Kilowatt-hours, million;22306;;302073;Europe
Italy;Electricity - total solar production;2013;Kilowatt-hours, million;21589;;302073;Europe
Italy;Electricity - total solar production;2012;Kilowatt-hours, million;18862;;302073;Europe
Italy;Electricity - total solar production;2011;Kilowatt-hours, million;10796;;302073;Europe
Italy;Electricity - total solar production;2010;Kilowatt-hours, million;1906;;302073;Europe
Italy;Electricity - total solar production;2009;Kilowatt-hours, million;676;;302073;Europe
Italy;Electricity - total solar production;2008;Kilowatt-hours, million;193;;302073;Europe
Italy;Electricity - total solar production;2007;Kilowatt-hours, million;38;;302073;Europe
Italy;Electricity - total solar production;2006;Kilowatt-hours, million;35;;302073;Europe
Italy;Electricity - total solar production;2005;Kilowatt-hours, million;31;;302073;Europe
Italy;Electricity - total solar production;2004;Kilowatt-hours, million;29;;302073;Europe
Italy;Electricity - total solar production;2003;Kilowatt-hours, million;24;;302073;Europe
Italy;Electricity - total solar production;2002;Kilowatt-hours, million;21;;302073;Europe
Italy;Electricity - total solar production;2001;Kilowatt-hours, million;19;;302073;Europe
Italy;Electricity - total solar production;2000;Kilowatt-hours, million;18;;302073;Europe
Italy;Electricity - total solar production;1999;Kilowatt-hours, million;17;;302073;Europe
Italy;Electricity - total solar production;1998;Kilowatt-hours, million;16;;302073;Europe
Italy;Electricity - total solar production;1997;Kilowatt-hours, million;15;;302073;Europe
Italy;Electricity - total solar production;1996;Kilowatt-hours, million;14;;302073;Europe
Italy;Electricity - total solar production;1995;Kilowatt-hours, million;13;;302073;Europe
Italy;Electricity - total solar production;1994;Kilowatt-hours, million;11;;302073;Europe
Italy;Electricity - total solar production;1993;Kilowatt-hours, million;11;;302073;Europe
Italy;Electricity - total solar production;1992;Kilowatt-hours, million;9;;302073;Europe
Italy;Electricity - total solar production;1991;Kilowatt-hours, million;5;;302073;Europe
Italy;Electricity - total solar production;1990;Kilowatt-hours, million;4;;302073;Europe
Jamaica;Electricity - total solar production;2018;Kilowatt-hours, million;46;;10991;South America
